% Motor voltage for all motors
% 1 	Time (sec)
% 2-3 	Voltage to motor (to Teensy) 1,2 (Volt)
% 4-5 	Voltage to motor (from Teensy) 1,2 (Volt)
% 6-7 	PWM to motor (+/- 2096) (from Teensy) 1,2
% 8 	Relax motor controller (standing still for some time)
1740149018.6247 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.6491 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.6742 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.6993 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.7243 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.7496 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.7751 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.7991 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.8242 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.8492 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.8742 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.8993 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.9243 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.9511 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.9745 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149018.9994 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.0244 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.0500 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.0750 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.1000 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.1251 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.1492 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.1748 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.1992 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.2241 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.2492 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.2742 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.3001 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.3251 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.3495 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.3745 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.3991 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.4247 0.00 0.00 0.00 0.00 0 0 1
1740148725.5720 0.00 0.00 0.00 0.00 0 0 1
1740149019.4499 0.00 0.00 0.00 0.00 0 0 0
1740149019.4500 2.01 2.01 0.00 0.00 0 0 0
1740149019.4660 2.54 2.54 0.00 0.00 0 0 0
1740149019.4741 2.54 2.54 2.50 2.50 0 0 0
1740149019.4811 2.12 2.36 2.50 2.50 0 0 0
1740149019.4956 0.27 1.42 2.50 2.50 0 0 0
1740149019.4997 0.27 1.42 0.27 1.40 0 0 0
1740149019.5100 0.33 1.50 0.27 1.40 0 0 0
1740149019.5250 0.33 1.50 0.33 1.50 0 0 0
1740149019.5260 0.54 1.69 0.33 1.50 0 0 0
1740149019.5410 0.70 1.32 0.33 1.50 0 0 0
1740149019.5497 0.70 1.32 0.70 1.30 0 0 0
1740149019.5552 -0.13 1.35 0.70 1.30 0 0 0
1740149019.5715 -0.23 1.27 0.70 1.30 0 0 0
1740149019.5750 -0.23 1.27 -0.23 1.30 0 0 0
1740149019.5854 0.02 1.38 -0.23 1.30 0 0 0
1740149019.6002 0.02 1.38 0.02 1.40 0 0 0
1740149019.6007 0.24 1.38 0.02 1.40 0 0 0
1740149019.6159 0.03 1.12 0.02 1.40 0 0 0
1740149019.6242 0.03 1.12 0.03 1.10 0 0 0
1740149019.6310 -0.17 1.29 0.03 1.10 0 0 0
1740149019.6454 -0.06 1.36 0.03 1.10 0 0 0
1740149019.6492 -0.06 1.36 -0.06 1.40 0 0 0
1740149019.6614 0.05 1.21 -0.06 1.40 0 0 0
1740149019.6743 0.05 1.21 0.05 1.20 0 0 0
1740149019.6763 0.15 1.28 0.05 1.20 0 0 0
1740149019.6914 0.19 1.17 0.05 1.20 0 0 0
1740149019.6994 0.19 1.17 0.19 1.20 0 0 0
1740149019.7062 0.22 1.30 0.19 1.20 0 0 0
1740149019.7200 0.27 1.22 0.19 1.20 0 0 0
1740149019.7244 0.27 1.22 0.27 1.20 0 0 0
1740149019.7347 0.32 1.27 0.27 1.20 0 0 0
1740149019.7498 0.32 1.27 0.32 1.30 0 0 0
1740149019.7504 0.38 1.24 0.32 1.30 0 0 0
1740149019.7657 0.45 1.31 0.32 1.30 0 0 0
1740149019.7741 0.45 1.31 0.45 1.30 0 0 0
1740149019.7807 0.51 1.28 0.45 1.30 0 0 0
1740149019.7960 0.58 1.27 0.45 1.30 0 0 0
1740149019.7995 0.58 1.27 0.58 1.30 0 0 0
1740149019.8109 0.65 1.29 0.58 1.30 0 0 0
1740149019.8247 0.65 1.29 0.65 1.30 0 0 0
1740149019.8270 0.73 1.24 0.65 1.30 0 0 0
1740149019.8415 0.81 1.24 0.65 1.30 0 0 0
1740149019.8498 0.81 1.24 0.81 1.20 0 0 0
1740149019.8567 0.82 1.29 0.81 1.20 0 0 0
1740149019.8709 0.28 1.26 0.81 1.20 0 0 0
1740149019.8747 0.28 1.26 0.28 1.30 0 0 0
1740149019.8866 0.16 1.27 0.28 1.30 0 0 0
1740149019.8997 0.16 1.27 0.16 1.30 0 0 0
1740149019.9014 0.28 1.33 0.16 1.30 0 0 0
1740149019.9158 0.37 1.19 0.16 1.30 0 0 0
1740149019.9246 0.37 1.19 0.37 1.20 0 0 0
1740149019.9314 0.47 1.19 0.37 1.20 0 0 0
1740149019.9458 0.55 1.13 0.37 1.20 0 0 0
1740149019.9494 0.55 1.13 0.55 1.10 0 0 0
1740149019.9618 0.59 1.12 0.55 1.10 0 0 0
1740149019.9749 0.59 1.12 0.59 1.10 0 0 0
1740149019.9769 0.42 1.21 0.59 1.10 0 0 0
1740149019.9915 0.19 1.24 0.59 1.10 0 0 0
1740149019.9999 0.19 1.24 0.19 1.20 0 0 0
1740149020.0059 0.21 1.25 0.19 1.20 0 0 0
1740149020.0206 0.21 1.23 0.19 1.20 0 0 0
1740149020.0250 0.21 1.23 0.21 1.20 0 0 0
